"gbif_valid_name","fb_sci_name","gbif_valid_key","gbif_synonym","GBIF_NC_records","GBIF_NC_n_cells_005"
"Acanthistius ocellatus","Acanthistius ocellatus",2388075,FALSE,792,160
"Acanthistius pardalotus","Acanthistius pardalotus",2388082,FALSE,10,6
"Acanthistius patachonicus","Acanthistius patachonicus",2388064,FALSE,69,20
"Acanthistius sebastoides","Acanthistius sebastoides",2388078,FALSE,69,28
"Acanthistius serratus","Acanthistius serratus",2388068,FALSE,47,26
"Acanthochromis polyacanthus","Acanthochromis polyacanthus",5212126,FALSE,4150,382
"Acanthopagrus australis","Acanthopagrus australis",2392280,FALSE,22327,364
"Acanthopagrus latus","Acanthopagrus latus",2392281,FALSE,77,49
"Acanthostracion polygonium","Acanthostracion polygonium",2408186,FALSE,1,1
"Acanthostracion quadricornis","Acanthostracion quadricornis",2408197,FALSE,1497,539
"Acanthurus achilles","Acanthurus achilles",5209178,FALSE,1379,307
"Acanthurus albipectoralis","Acanthurus albipectoralis",5209262,FALSE,350,130
"Acanthurus auranticavus","Acanthurus auranticavus",5209158,FALSE,221,140
"Acanthurus bahianus","Acanthurus bahianus",5209181,FALSE,14441,750
"Acanthurus bariene","Acanthurus bariene",5209156,FALSE,55,40
"Acanthurus blochii","Acanthurus blochii",5209203,FALSE,3918,1018
"Acanthurus chirurgus","Acanthurus chirurgus",5209174,FALSE,9091,601
"Acanthurus chronixis","Acanthurus chronixis",5209195,FALSE,1,1
"Acanthurus coeruleus","Acanthurus coeruleus",5209188,FALSE,16382,915
"Acanthurus dussumieri","Acanthurus dussumieri",5209167,FALSE,3233,829
"Acanthurus fowleri","Acanthurus fowleri",5209155,FALSE,50,39
"Acanthurus gahhm","Acanthurus gahhm",5209159,FALSE,46,33
"Acanthurus grammoptilus","Acanthurus grammoptilus",5209243,FALSE,1040,504
"Acanthurus guttatus","Acanthurus guttatus",5209152,FALSE,784,308
"Acanthurus leucocheilus","Acanthurus leucocheilus",5209259,FALSE,353,110
"Acanthurus leucopareius","Acanthurus leucopareius",5209183,FALSE,1701,380
"Acanthurus leucosternon","Acanthurus leucosternon",5209210,FALSE,483,258
"Acanthurus lineatus","Acanthurus lineatus",5209244,FALSE,4057,1013
"Acanthurus maculiceps","Acanthurus maculiceps",5209257,FALSE,368,93
"Acanthurus mata","Acanthurus mata",5209204,FALSE,722,341
"Acanthurus nigricans","Acanthurus nigricans",5209162,FALSE,5565,935
"Acanthurus nigricauda","Acanthurus nigricauda",5209160,FALSE,2251,782
"Acanthurus nigrofuscus","Acanthurus nigrofuscus",5209227,FALSE,10457,1385
"Acanthurus nigroris","Acanthurus nigroris",5209231,FALSE,2938,569
"Acanthurus nubilus","Acanthurus nubilus",5209251,FALSE,52,36
"Acanthurus olivaceus","Acanthurus olivaceus",5209196,FALSE,5490,1112
"Acanthurus pyroferus","Acanthurus pyroferus",5209154,FALSE,2508,745
"Acanthurus reversus","Acanthurus reversus",5209157,FALSE,12,6
"Acanthurus sohal","Acanthurus sohal",5209184,FALSE,363,104
"Acanthurus tennentii","Acanthurus tennentii",5209206,FALSE,161,76
"Acanthurus thompsoni","Acanthurus thompsoni",5209215,FALSE,1951,574
"Acanthurus triostegus","Acanthurus triostegus",5209217,FALSE,5380,1281
"Acanthurus tristis","Acanthurus tristis",5209238,FALSE,53,25
"Acanthurus xanthopterus","Acanthurus xanthopterus",5209252,FALSE,2259,791
"Achoerodus gouldii","Achoerodus gouldii",2383158,FALSE,1719,258
"Achoerodus viridis","Achoerodus viridis",2383154,FALSE,9299,242
"Aetapcus maculatus","Aetapcus maculatus",2337068,FALSE,83,52
"Aethaloperca rogaa","Aethaloperca rogaa",2388085,FALSE,532,285
"Afurcagobius tamarensis","Afurcagobius tamarensis",2378393,FALSE,593,134
"Aioliops brachypterus","Aioliops brachypterus",2385750,FALSE,1,1
"Aioliops novaeguineae","Aioliops novaeguineae",2385749,FALSE,9,8
"Albula glossodonta","Albula glossodonta",5204109,FALSE,14,14
"Alectis ciliaris","Alectis ciliaris",2390537,FALSE,542,339
"Alloclinus holderi","Alloclinus holderi",2389598,FALSE,78,32
"Allomycterus pilatus","Allomycterus pilatus",2406528,FALSE,3000,1558
"Alphestes immaculatus","Alphestes immaculatus",2387800,FALSE,160,88
"Altrichthys azurelineatus","Altrichthys azurelineatus",2398179,FALSE,11,11
"Altrichthys curatus","Altrichthys curatus",2398178,FALSE,1,1
"Aluterus scriptus","Aluterus scriptus",2406721,FALSE,2447,928
"Amanses scopas","Amanses scopas",2406900,FALSE,557,203
"Ambassis jacksoniensis","Ambassis jacksoniensis",2387315,FALSE,92,30
"Amblycirrhitus bimacula","Amblycirrhitus bimacula",2375106,FALSE,68,44
"Amblycirrhitus earnshawi","Amblycirrhitus earnshawi",2375110,FALSE,1,1
"Amblycirrhitus pinos","Amblycirrhitus pinos",2375113,FALSE,570,209
"Amblyeleotris fasciata","Amblyeleotris fasciata",2378840,FALSE,53,39
"Amblyeleotris guttata","Amblyeleotris guttata",2378829,FALSE,241,179
"Amblyeleotris gymnocephala","Amblyeleotris gymnocephala",2378826,FALSE,71,35
"Amblyeleotris japonica","Amblyeleotris japonica",2378820,FALSE,10,6
"Amblyeleotris periophthalma","Amblyeleotris periophthalma",2378802,FALSE,103,74
"Amblyeleotris steinitzi","Amblyeleotris steinitzi",2378812,FALSE,316,212
"Amblyeleotris sungami","Amblyeleotris sungami",2378847,FALSE,5,2
"Amblyeleotris wheeleri","Amblyeleotris wheeleri",2378853,FALSE,214,161
"Amblyglyphidodon aureus","Amblyglyphidodon aureus",2398497,FALSE,600,347
"Amblyglyphidodon batunaorum","Amblyglyphidodon batunaorum",11695307,FALSE,21,21
"Amblyglyphidodon curacao","Amblyglyphidodon curacao",2398488,FALSE,3691,524
"Amblyglyphidodon flavilatus","Amblyglyphidodon flavilatus",2398501,FALSE,71,44
"Amblyglyphidodon indicus","Amblyglyphidodon indicus",2398510,FALSE,264,123
"Amblyglyphidodon leucogaster","Amblyglyphidodon leucogaster",2398513,FALSE,1682,325
"Amblyglyphidodon melanopterus","Amblyglyphidodon melanopterus",2398502,FALSE,164,43
"Amblyglyphidodon orbicularis","Amblyglyphidodon orbicularis",2398511,FALSE,92,55
"Amblyglyphidodon ternatensis","Amblyglyphidodon ternatensis",2398503,FALSE,26,19
"Amblygobius buanensis","Amblygobius buanensis",2378302,FALSE,7,4
"Amblygobius bynoensis","Amblygobius bynoensis",2378311,FALSE,12,11
"Amblygobius decussatus","Amblygobius decussatus",2378282,FALSE,199,98
"Amblygobius nocturnus","Amblygobius nocturnus",2378279,FALSE,102,69
"Amblygobius phalaena","Amblygobius phalaena",2378306,FALSE,944,390
"Amblyrhynchote honckenii","Amblyrhynchote honckenii",9312668,FALSE,79,45
"Ammodytes tobianus","Ammodytes tobianus",2389991,FALSE,3086,960
"Amphichaetodon howensis","Amphichaetodon howensis",2385679,FALSE,116,41
"Amphichthys cryptocentrus","Amphichthys cryptocentrus",2350839,FALSE,16,12
"Amphiprion akallopisos","Amphiprion akallopisos",5212090,FALSE,209,108
"Amphiprion akindynos","Amphiprion akindynos",5212068,FALSE,1146,234
"Amphiprion allardi","Amphiprion allardi",5212110,FALSE,135,62
"Amphiprion bicinctus","Amphiprion bicinctus",5212077,FALSE,633,184
"Amphiprion chrysopterus","Amphiprion chrysopterus",5212076,FALSE,723,335
"Amphiprion clarkii","Amphiprion clarkii",5212081,FALSE,1516,733
"Amphiprion ephippium","Amphiprion ephippium",5212057,FALSE,38,21
"Amphiprion frenatus","Amphiprion frenatus",5212111,FALSE,276,148
"Amphiprion fuscocaudatus","Amphiprion fuscocaudatus",5212056,FALSE,10,9
"Amphiprion latezonatus","Amphiprion latezonatus",5212078,FALSE,101,23
"Amphiprion leucokranos","Amphiprion leucokranos",5212079,FALSE,20,16
"Amphiprion mccullochi","Amphiprion mccullochi",5212109,FALSE,170,9
"Amphiprion melanopus","Amphiprion melanopus",5212069,FALSE,929,338
"Amphiprion nigripes","Amphiprion nigripes",5212055,FALSE,142,89
"Amphiprion ocellaris","Amphiprion ocellaris",5212106,FALSE,877,386
"Amphiprion percula","Amphiprion percula",5212094,FALSE,272,162
"Amphiprion perideraion","Amphiprion perideraion",5212059,FALSE,817,427
"Amphiprion rubrocinctus","Amphiprion rubrocinctus",5212051,FALSE,56,26
"Amphiprion sandaracinos","Amphiprion sandaracinos",5212089,FALSE,186,127
"Anampses caeruleopunctatus","Anampses caeruleopunctatus",2383466,FALSE,1452,392
"Anampses cuvier","Anampses cuvier",2383461,FALSE,851,190
"Anampses elegans","Anampses elegans",2383486,FALSE,325,39
"Anampses femininus","Anampses femininus",2383485,FALSE,121,36
"Anampses geographicus","Anampses geographicus",2383474,FALSE,360,132
"Anampses lennardi","Anampses lennardi",2383480,FALSE,289,207
"Anampses lineatus","Anampses lineatus",2383476,FALSE,66,35
"Anampses melanurus","Anampses melanurus",8383816,FALSE,239,111
"Anampses meleagrides","Anampses meleagrides",2383481,FALSE,579,317
"Anampses neoguinaicus","Anampses neoguinaicus",2383489,FALSE,737,264
"Anampses twistii","Anampses twistii",2383491,FALSE,1225,359
"Anarrhichthys ocellatus","Anarrhichthys ocellatus",2392219,FALSE,565,313
"Anisotremus caesius","Anisotremus caesius",2382606,FALSE,63,46
"Anisotremus davidsonii","Anisotremus davidsonii",2382611,FALSE,390,74
"Anisotremus interruptus","Anisotremus interruptus",2382602,FALSE,117,85
"Anisotremus scapularis","Anisotremus scapularis",2382608,FALSE,89,30
"Anisotremus surinamensis","Anisotremus surinamensis",2382615,FALSE,1022,261
"Anisotremus taeniatus","Anisotremus taeniatus",2382601,FALSE,116,77
"Anisotremus virginicus","Anisotremus virginicus",2382596,FALSE,7253,566
"Anoplocapros amygdaloides","Anoplocapros amygdaloides",2408014,FALSE,218,65
"Anoplocapros inermis","Anoplocapros inermis",2408010,FALSE,1807,300
"Anoplocapros lenticularis","Anoplocapros lenticularis",2408015,FALSE,602,392
"Anyperodon leucogrammicus","Anyperodon leucogrammicus",2387816,FALSE,430,298
"Aphareus furca","Aphareus furca",5209911,FALSE,4145,803
"Aphareus rutilans","Aphareus rutilans",5209907,FALSE,81,55
"Aploactisoma milesii","Aploactisoma milesii",2336964,FALSE,168,32
"Aplodactylus arctidens","Aplodactylus arctidens",2394719,FALSE,934,278
"Aplodactylus etheridgii","Aplodactylus etheridgii",2394717,FALSE,159,40
"Aplodactylus lophodon","Aplodactylus lophodon",2394713,FALSE,1258,135
"Aplodactylus westralis","Aplodactylus westralis",2394720,FALSE,55,32
"Apogon atradorsatus","Apogon atradorsatus",5211623,FALSE,128,48
"Apogon atricaudus","Apogon atricaudus",5211572,FALSE,18,15
"Apogon binotatus","Apogon binotatus",5211786,FALSE,183,71
"Apogon dovii","Apogon dovii",7977144,FALSE,55,35
"Apogon imberbis","Apogon imberbis",5211775,FALSE,3063,556
"Apogon lachneri","Apogon lachneri",5211678,FALSE,28,20
"Apogon maculatus","Apogon maculatus",5211761,FALSE,334,132
"Apogon pacificus","Apogon pacificus",5211804,FALSE,128,58
"Apogon retrosella","Apogon retrosella",5211603,FALSE,92,44
"Apogon townsendi","Apogon townsendi",5211780,FALSE,133,70
"Apogonichthyoides timorensis","Apogonichthyoides timorensis",5962047,FALSE,9,8
"Apolemichthys trimaculatus","Apolemichthys trimaculatus",2396564,FALSE,808,345
"Aprion virescens","Aprion virescens",2385226,FALSE,2788,896
"Aracana aurita","Aracana aurita",2408028,FALSE,1336,632
"Aracana ornata","Aracana ornata",2408032,FALSE,537,232
"Archamia bleekeri","Archamia bleekeri",2397400,FALSE,8,8
"Arcos poecilophthalmos","Arcos poecilophthalmos",2411349,FALSE,1,1
"Arenigobius frenatus","Arenigobius frenatus",2379315,FALSE,149,27
"Argyrosomus hololepidotus","Argyrosomus hololepidotus",5212442,FALSE,548,204
"Argyrosomus japonicus","Argyrosomus japonicus",5212440,FALSE,21758,226
"Arothron caeruleopunctatus","Arothron caeruleopunctatus",2407361,FALSE,133,102
"Arothron diadematus","Arothron diadematus",2407403,FALSE,340,116
"Arothron hispidus","Arothron hispidus",2407378,FALSE,2169,1009
"Arothron inconditus","Arothron inconditus",2407399,FALSE,18,17
"Arothron manilensis","Arothron manilensis",2407348,FALSE,390,178
"Arothron mappa","Arothron mappa",2407375,FALSE,436,261
"Arothron meleagris","Arothron meleagris",2407418,FALSE,1647,576
"Arothron nigropunctatus","Arothron nigropunctatus",2407394,FALSE,1302,720
"Arothron stellatus","Arothron stellatus",2407362,FALSE,865,539
"Arripis georgiana","Arripis georgiana",2380577,FALSE,1,1
"Arripis trutta","Arripis trutta",2380565,FALSE,3973,1499
"Arripis truttacea","Arripis truttacea",2380580,FALSE,323,116
"Arripis xylabion","Arripis xylabion",2380579,FALSE,17,6
"Artedius harringtoni","Artedius harringtoni",2333963,FALSE,291,79
"Aspasmogaster tasmaniensis","Aspasmogaster tasmaniensis",2411599,FALSE,43,28
"Aspidontus dussumieri","Aspidontus dussumieri",2395719,FALSE,117,62
"Aspidontus taeniatus","Aspidontus taeniatus",2395713,FALSE,241,141
"Assessor flavissimus","Assessor flavissimus",2389770,FALSE,86,47
"Assessor macneilli","Assessor macneilli",2389771,FALSE,283,118
"Assessor randalli","Assessor randalli",2389773,FALSE,6,5
"Assiculus punctatus","Assiculus punctatus",2381596,FALSE,4,4
"Asterropteryx striata","Asterropteryx striata",2378141,FALSE,48,36
"Atherina hepsetus","Atherina hepsetus",2411943,FALSE,197,115
"Atherina presbyter","Atherina presbyter",2411945,FALSE,3225,379
"Atherinomorus vaigiensis","Atherinomorus vaigiensis",2411855,FALSE,286,45
"Atractoscion aequidens","Atractoscion aequidens",2400366,FALSE,138,106
"Atrosalarias holomelas","Atrosalarias holomelas",5961991,FALSE,117,66
"Atule mate","Atule mate",2390522,FALSE,996,698
"Atypichthys latus","Atypichthys latus",2381269,FALSE,186,38
"Atypichthys strigatus","Atypichthys strigatus",2381270,FALSE,2917,342
"Aulacocephalus temminckii","Aulacocephalus temminckii",5210151,FALSE,44,30
"Aulorhynchus flavidus","Aulorhynchus flavidus",2356481,FALSE,144,73
"Austrolabrus maculatus","Austrolabrus maculatus",2383954,FALSE,1690,303
"Axoclinus cocoensis","Axoclinus cocoensis",2392842,FALSE,4,4
"Axoclinus lucillae","Axoclinus lucillae",2392845,FALSE,17,12
"Axoclinus multicinctus","Axoclinus multicinctus",2392847,FALSE,1,1
"Axoclinus rubinoffi","Axoclinus rubinoffi",2392846,FALSE,1,1
"Azurina eupalama","Azurina eupalama",2399200,FALSE,1,1
"Balistapus undulatus","Balistapus undulatus",2407167,FALSE,6270,1190
"Balistes capriscus","Balistes capriscus",2407107,FALSE,2555,1284
"Balistes polylepis","Balistes polylepis",2407118,FALSE,453,265
"Balistes punctatus","Balistes punctatus",2407121,FALSE,70,68
"Balistes vetula","Balistes vetula",2407103,FALSE,1034,440
"Balistoides conspicillum","Balistoides conspicillum",2407129,FALSE,1121,753
"Balistoides viridescens","Balistoides viridescens",2407133,FALSE,2096,948
"Bathygobius krefftii","Bathygobius krefftii",2377106,FALSE,277,58
"Bathygobius lineatus","Bathygobius lineatus",2377085,FALSE,67,38
"Bathystethus cultratus","Bathystethus cultratus",2381250,FALSE,16,11
"Batrachoides boulengeri","Batrachoides boulengeri",5203932,FALSE,1,1
"Belone belone","Belone belone",2369178,FALSE,4926,679
"Belonoperca chabanaudi","Belonoperca chabanaudi",2387698,FALSE,87,75
"Blenniella chrysospilos","Blenniella chrysospilos",2395905,FALSE,104,86
"Bodianus albotaeniatus","Bodianus albotaeniatus",5788085,FALSE,2605,393
"Bodianus anthioides","Bodianus anthioides",5209716,FALSE,303,146
"Bodianus axillaris","Bodianus axillaris",5209666,FALSE,1552,582
"Bodianus bilunulatus","Bodianus bilunulatus",5209697,FALSE,329,174
"Bodianus diana","Bodianus diana",5209719,FALSE,320,177
"Bodianus dictynna","Bodianus dictynna",5209723,FALSE,253,154
"Bodianus diplotaenia","Bodianus diplotaenia",5209721,FALSE,1289,324
"Bodianus eclancheri","Bodianus eclancheri",5209724,FALSE,65,29
"Bodianus frenchii","Bodianus frenchii",5209673,FALSE,549,152
"Bodianus loxozonus","Bodianus loxozonus",5209683,FALSE,636,195
"Bodianus mesothorax","Bodianus mesothorax",5209690,FALSE,468,306
"Bodianus perditio","Bodianus perditio",5209711,FALSE,358,197
"Bodianus rufus","Bodianus rufus",5209687,FALSE,7297,562
"Bodianus scrofa","Bodianus scrofa",5209705,FALSE,176,86
"Bodianus unimaculatus","Bodianus unimaculatus",5209675,FALSE,333,104
"Bolbometopon muricatum","Bolbometopon muricatum",2393443,FALSE,487,319
"Boops boops","Boops boops",5210955,FALSE,3753,854
"Boopsoidea inornata","Boopsoidea inornata",2392688,FALSE,193,46
"Boreogadus saida","Boreogadus saida",2415752,FALSE,10022,6928
"Bothragonus occidentalis","Bothragonus occidentalis",2337161,FALSE,1,1
"Bovichtus angustifrons","Bovichtus angustifrons",2398020,FALSE,416,160
"Bovichtus argentinus","Bovichtus argentinus",2398035,FALSE,15,11
"Brachaluteres jacksonianus","Brachaluteres jacksonianus",2406792,FALSE,1492,150
"Brachionichthys hirsutus","Brachionichthys hirsutus",9496661,FALSE,164,22
"Brachyistius frenatus","Brachyistius frenatus",2389277,FALSE,297,71
"Bryaninops amplus","Bryaninops amplus",2375634,FALSE,51,38
"Bryaninops erythrops","Bryaninops erythrops",2375626,FALSE,8,7
"Bryaninops natans","Bryaninops natans",2375632,FALSE,94,76
"Bryaninops nexus","Bryaninops nexus",2375623,FALSE,1,1
"Bryaninops yongei","Bryaninops yongei",2375637,FALSE,239,168
"Caesio caerulaurea","Caesio caerulaurea",2374779,FALSE,797,473
"Caesio cuning","Caesio cuning",2374789,FALSE,1045,525
"Caesio lunaris","Caesio lunaris",2374772,FALSE,321,205
"Caesio striata","Caesio striata",2374786,FALSE,72,44
"Caesio suevica","Caesio suevica",2374777,FALSE,97,50
"Caesio teres","Caesio teres",2374798,FALSE,1274,455
"Caesio varilineata","Caesio varilineata",2374775,FALSE,128,38
"Caesio xanthonota","Caesio xanthonota",2374795,FALSE,131,88
"Caesioperca lepidoptera","Caesioperca lepidoptera",2388652,FALSE,1068,541
"Caesioperca rasor","Caesioperca rasor",2388648,FALSE,1060,269
"Caesioscorpis theagenes","Caesioscorpis theagenes",2388679,FALSE,70,25
"Caffrogobius nudiceps","Caffrogobius nudiceps",2376940,FALSE,101,33
"Calamus bajonado","Calamus bajonado",5211005,FALSE,303,148
"Calamus brachysomus","Calamus brachysomus",5211000,FALSE,72,55
"Calamus calamus","Calamus calamus",5210995,FALSE,7716,301
"Calamus pennatula","Calamus pennatula",5211001,FALSE,150,81
"Calamus taurinus","Calamus taurinus",5211006,FALSE,10,10
"Callanthias australis","Callanthias australis",2384674,FALSE,527,308
"Calliclinus geniguttatus","Calliclinus geniguttatus",2389576,FALSE,11,9
"Callionymus comptus","Callionymus comptus",2386942,FALSE,3,3
"Callionymus lyra","Callionymus lyra",2386906,FALSE,9474,2220
"Calloplesiops altivelis","Calloplesiops altivelis",2389714,FALSE,67,54
"Calotomus carolinus","Calotomus carolinus",2393870,FALSE,1904,600
"Calotomus japonicus","Calotomus japonicus",2393858,FALSE,23,10
"Calotomus spinidens","Calotomus spinidens",2393855,FALSE,331,42
"Calotomus viridescens","Calotomus viridescens",2393854,FALSE,124,46
"Cantherhines dumerilii","Cantherhines dumerilii",2406972,FALSE,1746,567
"Cantherhines fronticinctus","Cantherhines fronticinctus",2407001,FALSE,68,57
"Cantherhines longicaudus","Cantherhines longicaudus",2406947,FALSE,4,3
"Cantherhines macrocerus","Cantherhines macrocerus",2406957,FALSE,902,301
"Cantherhines pardalis","Cantherhines pardalis",2406982,FALSE,1401,453
"Cantherhines pullus","Cantherhines pullus",2406961,FALSE,1158,373
"Cantherhines sandwichiensis","Cantherhines sandwichiensis",2406996,FALSE,435,222
"Cantheschenia grandisquamis","Cantheschenia grandisquamis",2406942,FALSE,73,23
"Canthidermis maculata","Canthidermis maculata",2407067,FALSE,874,836
"Canthidermis sufflamen","Canthidermis sufflamen",2407087,FALSE,833,263
"Canthigaster amboinensis","Canthigaster amboinensis",2407681,FALSE,891,344
"Canthigaster axiologus","Canthigaster axiologus",2407729,FALSE,68,50
"Canthigaster bennetti","Canthigaster bennetti",2407713,FALSE,394,196
"Canthigaster callisterna","Canthigaster callisterna",2407725,FALSE,339,80
"Canthigaster capistrata","Canthigaster capistrata",2407707,FALSE,339,81
"Canthigaster coronata","Canthigaster coronata",2407727,FALSE,576,225
"Canthigaster cyanetron","Canthigaster cyanetron",2407709,FALSE,1,1
"Canthigaster epilampra","Canthigaster epilampra",2407696,FALSE,64,48
"Canthigaster figueiredoi","Canthigaster figueiredoi",2407732,FALSE,13,10
"Canthigaster jactator","Canthigaster jactator",2407656,FALSE,2689,416
"Canthigaster janthinoptera","Canthigaster janthinoptera",2407658,FALSE,272,179
"Canthigaster marquesensis","Canthigaster marquesensis",2407655,FALSE,1,1
"Canthigaster papua","Canthigaster papua",2407703,FALSE,327,182
"Canthigaster punctatissima","Canthigaster punctatissima",2407649,FALSE,535,192
"Canthigaster rapaensis","Canthigaster rapaensis",2407679,FALSE,1,1
"Canthigaster rivulata","Canthigaster rivulata",2407667,FALSE,190,159
"Canthigaster rostrata","Canthigaster rostrata",2407665,FALSE,9949,616
"Canthigaster sanctaehelenae","Canthigaster sanctaehelenae",2407663,FALSE,1,1
"Canthigaster smithae","Canthigaster smithae",2407644,FALSE,59,35
"Canthigaster valentini","Canthigaster valentini",2407698,FALSE,1610,674
"Caprodon longimanus","Caprodon longimanus",2388115,FALSE,373,157
"Caracanthus maculatus","Caracanthus maculatus",2336942,FALSE,472,113
"Caracanthus typicus","Caracanthus typicus",2336951,FALSE,93,74
"Caracanthus unipinna","Caracanthus unipinna",2336944,FALSE,76,24
"Carangoides bajad","Carangoides bajad",5210537,FALSE,81,60
"Carangoides bartholomaei","Caranx bartholomaei",5210553,TRUE,1982,400
"Carangoides chrysophrys","Carangoides chrysophrys",5210557,FALSE,991,656
"Carangoides ferdau","Carangoides ferdau",5210560,FALSE,1547,334
"Carangoides fulvoguttatus","Carangoides fulvoguttatus",5210529,FALSE,3221,613
"Carangoides gymnostethus","Carangoides gymnostethus",5210542,FALSE,1160,727
"Carangoides orthogrammus","Ferdauia orthogrammus",5210572,TRUE,891,381
"Carangoides plagiotaenia","Carangoides plagiotaenia",5210536,FALSE,135,83
"Caranx caballus","Caranx caballus",2390774,FALSE,255,131
"Caranx caninus","Caranx caninus",2390813,FALSE,163,116
"Caranx crysos","Caranx crysos",2390762,FALSE,2646,1432
"Caranx ignobilis","Caranx ignobilis",2390805,FALSE,5093,979
"Caranx lugubris","Caranx lugubris",2390836,FALSE,1064,313
"Caranx melampygus","Caranx melampygus",2390750,FALSE,5192,1408
"Caranx papuensis","Caranx papuensis",2390831,FALSE,642,318
"Caranx sexfasciatus","Caranx sexfasciatus",2390776,FALSE,1089,604
"Caulolatilus princeps","Caulolatilus princeps",2389841,FALSE,112,64
"Centroberyx affinis","Centroberyx affinis",2356624,FALSE,2381,804
"Centroberyx gerrardi","Centroberyx gerrardi",2356626,FALSE,1992,866
"Centroberyx lineatus","Centroberyx lineatus",2356631,FALSE,947,718
"Centrogenys vaigiensis","Centrogenys vaigiensis",2396363,FALSE,76,55
"Centrolabrus exoletus","Centrolabrus exoletus",2383720,FALSE,3773,808
"Centrolabrus melanocercus","Centrolabrus melanocercus",9632251,FALSE,939,172
"Centropogon australis","Centropogon australis",2335165,FALSE,1091,142
"Centropyge acanthops","Centropyge acanthops",2396533,FALSE,38,28
"Centropyge argi","Centropyge argi",2396546,FALSE,155,97
"Centropyge bicolor","Centropyge bicolor",2396484,FALSE,950,437
"Centropyge bispinosa","Centropyge bispinosa",2396495,FALSE,1594,395
"Centropyge eibli","Centropyge eibli",2396518,FALSE,114,53
"Centropyge ferrugata","Centropyge ferrugata",2396542,FALSE,15,12
"Centropyge fisheri","Centropyge fisheri",2396483,FALSE,279,181
"Centropyge flavissima","Centropyge flavissima",2396499,FALSE,4772,453
"Centropyge heraldi","Centropyge heraldi",2396551,FALSE,649,183
"Centropyge hotumatua","Centropyge hotumatua",2396486,FALSE,20,8
"Centropyge joculator","Centropyge joculator",2396526,FALSE,16,7
"Centropyge loriculus","Centropyge loriculus",2396548,FALSE,1756,213
"Centropyge multispinis","Centropyge multispinis",2396554,FALSE,195,119
"Centropyge nox","Centropyge nox",2396527,FALSE,51,43
"Centropyge tibicen","Centropyge tibicen",2396505,FALSE,604,223
"Cephalopholis argus","Cephalopholis argus",2388891,FALSE,6511,1348
"Cephalopholis boenak","Cephalopholis boenak",2388825,FALSE,831,444
"Cephalopholis cruentata","Cephalopholis cruentata",2388866,FALSE,8843,570
"Cephalopholis cyanostigma","Cephalopholis cyanostigma",2388876,FALSE,1314,358
"Cephalopholis formosa","Cephalopholis formosa",2388839,FALSE,99,72
"Cephalopholis fulva","Cephalopholis fulva",2388809,FALSE,2155,462
"Cephalopholis hemistiktos","Cephalopholis hemistiktos",2388914,FALSE,125,99
"Cephalopholis leopardus","Cephalopholis leopardus",2388841,FALSE,454,195
"Cephalopholis microprion","Cephalopholis microprion",2388881,FALSE,219,112
"Cephalopholis miniata","Cephalopholis miniata",2388916,FALSE,1412,538
"Cephalopholis panamensis","Cephalopholis panamensis",2388821,FALSE,728,219
"Cephalopholis sexmaculata","Cephalopholis sexmaculata",2388884,FALSE,201,138
"Cephalopholis sonnerati","Cephalopholis sonnerati",2388927,FALSE,205,100
"Cephalopholis spiloparaea","Cephalopholis spiloparaea",2388857,FALSE,282,135
"Cephalopholis urodeta","Cephalopholis urodeta",2388937,FALSE,5323,860
